year,country,co2,co2_per_capita,co2_per_unit_energy,coal_co2,cement_co2,flaring_co2,gas_co2,oil_co2,other_industry_co2,total_ghg,ghg_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp
1950,Norway,8.432,2.582,0.0,4.4,0.287,0.0,0.0,3.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28259665530.0,0.0,0.0,0.0
1950,Oceania,63.714,5.068,0.0,50.113,0.76,0.0,0.0,12.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,Pakistan,5.355,0.143,0.0,3.355,0.204,0.0,0.0,1.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40434437800.0,0.0,0.0,0.0
1950,Panama,0.524,0.609,0.0,0.0,0.025,0.0,0.0,0.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2301261000.0,0.0,0.0,0.0
1950,Panama Canal Zone,0.194,0.0,0.0,0.0,0.0,0.0,0.007,0.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,Papua New Guinea,0.055,0.028,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,Paraguay,0.062,0.042,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3528324579.0,0.0,0.0,0.0
1950,Peru,4.542,0.584,0.0,0.326,0.163,0.0,0.124,3.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28079967500.0,0.0,0.0,0.0
1950,Philippines,3.604,0.194,0.0,0.183,0.145,0.0,0.0,3.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36049936384.0,0.0,0.0,0.0
1950,Poland,112.123,4.517,0.0,109.183,1.243,0.0,0.41,1.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96813600000.0,0.0,0.0,0.0
1950,Portugal,5.618,0.668,0.0,3.191,0.283,0.0,0.0,2.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28072143750.0,0.0,0.0,0.0
1950,Puerto Rico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7576688000.0,0.0,0.0,0.0
1950,Qatar,0.352,14.066,0.0,0.0,0.0,0.0,0.0,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215792036.0,0.0,0.0,0.0
1950,Reunion,0.026,0.103,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,Romania,19.417,1.196,0.0,6.719,0.32,0.0,6.209,6.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13440264000.0,0.0,0.0,0.0
1950,Russia,414.228,4.029,0.0,329.473,3.204,0.0,7.925,73.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,Rwanda,0.017,0.008,0.0,0.002,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2488223700.0,0.0,0.0,0.0
